,TEXT
1592,"before the end of my journey may i reach within myself the one which is the all, leaving the outer shell to float away with the drifting multitude upon the current of chance and change. "
1593,"on the nature of love the night is black and the forest has no end; a million people thread it in a million ways. we have trysts to keep in the darkness, but where or with whom - of that we are unaware. but we have this faith - that a lifetime's bliss will appear any minute, with a smile upon its lips. scents, touches, sounds, snatches of songs brush us, pass us, give us delightful shocks. then peradventure there's a flash of lightning: whomever i see that instant i fall in love with. i call that person and cry: `this life is blest! for your sake such miles have i traversed!' all those others who came close and moved off in the darkness - i don't know if they exist or not. "
1594,"the kiss lips' language to lips' ears. two drinking each other's heart, it seems. two roving loves who have left home, pilgrims to the confluence of lips. two waves rise by the law of love to break and die on two sets of lips. two wild desires craving each other meet at last at the body's limits. love's writing a song in dainty letters, layers of kiss-calligraphy on lips. plucking flowers from two sets of lips perhaps to thread them into a chain later. this sweet union of lips is the red marriage-bed of a pair of smiles."
1595,the sun of the first day the sun of the first day put the question to the new manifestation of life- who are you? there was no answer. years passed by.
1596,the last sun of the last day uttered the question  on the shore of the western sea in the hush of evening- who are you? no answer came again. 
1597,"lord of my life thou who art the innermost spirit of my being, art thou pleased, lord of my life? for i give to thee my cup filled with all the pain and delight that the crushed grapes of my heart had surrendered, i wove with rhythm of colors and song cover for thy bed, and with the molten gold of my desires i fashioned playthings for thy passing hours. i know not why thou chosest me for thy partner, lord of my life."
1598,"didst thou store my days and nights, my deeds and dreams for the alchemy of thy art, and string in the chain of thy music my songs of autumn and spring, and gather the flowers from my mature moments for thy crown?"
1599,"i see thine eyes gazing at the dark of my heart, lord of my life, i wonder if my failure and wrongs are forgiven. for many were my days without service and nights of forgetfulness; futile were the flowers that faded in the shade not offered to thee."
1600,often the tied strings of my lute slackened at the strains of thy tunes. and often at the ruin of wasted hours my desolate evenings were filled with tears.
1601,"but have my days come to their end at last, lord of my life, while my arms round thee grow limp, my kisses losing their truth? then break up the meeting of this languid day! renew the old in me in fresh forms of delight; and let the wedding come once again in a new ceremony of life. "
1602,keep me fully glad ii         keep me fully glad with nothing. only take my hand in your hand.         in the gloom of the deepening night take up my heart and play with it as you list. bind me close to you with nothing.         i will spread myself out at your feet and lie still. under this clouded sky i will meet silence with silence. i will become one with the night clasping the earth in my breast.         make my life glad with nothing.         the rains sweep the sky from end to end. jasmines in the wet untamable wind revel in their own perfume. the cloud-hidden stars thrill in secret. let me fill to the full my heart with nothing but my own depth of joy. 
1603,"maran-milan (death-wedding) why do you speak so softly, death, death, creep upon me, watch me so stealthily? this is not how a lover should behave. when evening flowers droop upon their tired stems, when cattle are brought in from the fields after a whole day’s grazing, you, death, death, approach me with such gentle steps, settle yourself immovably by my side. i cannot understand the things you say."
1604,"alas, will this be how you will take me, death, death? like a thief, laying heavy sleep on my eyes as you descend to my heart? will you thus let your tread be a slow beat in my sleep-numbed blood, your jingling ankle-bells a drowsy rumble in my ear? will you, death, death, wrap me, finally, in your cold arms and carry me away while i dream? i do not know why you thus come and go."
1605,"tell me, is this the way you wed, death, death? unceremonially, with no weight of sacrament or blessing or prayer? will you come with your massy tawny hair unkempt, unbound into a bright coil-crown? will no one bear your victory-flag before or after, will no torches glow like red eyes along the river, death, death? will earth not quake in terror at your step?"
1606,"when fierce-eyed siva came to take his bride, remember all the pomp and trappings, death, death: the flapping tiger-skins he wore; his roaring bull; the serpents hissing round his hair; the bom-bom sound as he slapped his cheeks; the necklace of skulls swinging round his neck; the sudden raucous music as he blew his horn to announce his coming - was this not a better way of wedding, death, death?"
1607,"and as that deathly wedding-party’s din grew nearer, death, death, tears of joy filled gauri’s eyes and the garments at her breast quivered; her left eye fluttered and her heart pounded; her body quailed with thrilled delight and her mind ran away with itself, death, death; her mother wailed and smote her head at the thought of receiving so wild a groom; and in his mind her father agreed calamity had struck."
1608,"why must you always come like a thief, death, death, always silently, at night’s end, leaving only tears? come to me festively, make the whole night ring with your triumph, blow your victory-conch, dress me in blood-red robes, grasp me by the hand and sweep me away! pay no heed to what others may think, death, death, for i shall of my own free will resort to you if you but take me gloriously."
1609,"if i am immersed in work in my room when you arrive, death, death, then break my work, thrust my unreadiness aside. if i am sleeping, sinking all desires in the dreamy pleasure of my bed, or i lie with apathy gripping my heart and my eyes flickering between sleep and waking, fill your conch with your destructive breath and blow, death, death, and i shall run to you."
1610,"i shall go to where your boat is moored, death, death, to the sea where the wind rolls darkness towards me from infinity. i may see black clouds massing in the far north-east corner of the sky; fiery snakes of lightning may rear up with their hoods raised, but i shall not flinch in unfounded fear - i shall pass silently, unswervingly across that red storm-sea, death, death. "
1611,"broken song kasinath the new young singer fills the hall with sound: the seven notes dance in his throat like seven tame birds. his voice is a sharp sword slicing and thrusting everywhere, it darts like lightening - no knowing where it will go when. he sets deadly traps for himself, then cuts them away: the courtiers listen in amazement, give frequent gasps of praise. only the old king pratap ray sits like wood, unmoved. haraj lal is the only singer he likes, all others leave him cold. from childhood he has spent so long listening to him sing - rag kafi during holi, cloud-songs during the rains, songs for durga at dawn in autumn, songs to bid her farewell - his heart swelled when he heard them and his eyes swam with tears. and on days when friends gathered and filled the hall there were cowherds' songs of krsna, in raags bhupali and multan."
1612,"so many nights of wedding-festivity have passed in that royal house: servants dressed in red, hundreds of lamps alight: the bridegroom sitting shyly in his finery and jewels, young friends teasing him and whispering in his ear: before him, singing raag sahana, sits baraj lal. the king's heart is full of all those days and songs. when he hears some other singer, he feels no chord inside, no sudden magical awakening of memories of the past. when pratap ray watches kasinath he just sees his wagging head: tune after tune after tune, bu none with any echo in the heart."
1613,"kasinath asks for a rest and the singing stops for a space. pratap ray smilingly turns his eyes to baraj lal. he puts his mouth to his ear and says, 'dear ustad, give us a song as songs ought to be, this is no song at all. it's all tricks and games, like a cat hunting a bird. we used to hear songs in the old days, today they have no idea.'"
1614,"old baraj lal, white-haired, white turban on his head, bows to the assembled courtiers and slowly takes his seat. he takes the tanpura in his wasted, heavily veined hand and with lowered head and closed eyes begins raag yaman-kalyap. his quavering voice is swallowed by the enormous hall, is like a tiny bird in a storm, unable to fly for all it tries. pratap ray, sitting to the left, encourages him again and again: 'superb, bravo!' he says in his ear, 'sing out loud.'"
1615,"the courtiers are inattentive, some whisper amongst themselves, some of them yawn, some doze, some go off to their rooms; some of them call to servants, 'bring the bookah, bring some pan.' some fan themselves furiously and complain of the heat. they cannot keep still for a minute, they shuffle or walk about - the hall was quiet before, but every sort of noise has grown. the old man's singing is swamped, like a frail boat in a typhoon: only his shaky fingering of the tanpura shows it is there."
1616,"music that should rise on its own joy from the depths of the heart is crushed by heedless clamour, like a fountain under a stone. the song and baraj lal's feelings go separate ways, but he sings for all he is worth, to keep up the honour of his king."
1617,"one of the verses of the song has somehow slipped from his mind. he quickly goes back, tries to get it right this time. again he forgets, it is lost, he shakes his head at the shame; he starts the song at the beginning - again he has to stop. his hand trembles doubly as he prays to his teachers name. his voice quakes with distress, like a lamp guttering in a breeze. he abandons the words of the song and tries to salvage the tune, but suddenly his wide-mouthed singing breaks into loud cries. the intricate melody goes to the winds, the rhythm is swept away - tears snap the thread of the song, cascade like pearls. in shame he rests his head on the old tanpura in his lap - he has failed to remember a song:  he weeps as he did as a child. with brimming eyes king pratap ray tenderly touches his friend: 'come, let us go from here,' he says with kindness and love. they leave that festive hall with its hundreds of blinding lights. the two old friends go outside, holding each other's hands."
1618,"baraj says with hands clasped, 'master, our days are gone. new men have come now, new styles and customs in the world. the court we kept is deserted - only the two of us are left. don't ask anyone to listen to me now, i beg you at your feet, my lord. the singer along does not make a song, there has to be someone who hears: one man opens his throat to sing, the other sings in his mind. only when waves fall on the shore do they make a harmonious sound; only when breezes shake the woods do we hear a rustling in the leaves. only from a marriage of two forces does music arise in the world. where there is no love, where listeners are dumb, there never can be song.' "
1619,"from afar the 'i' that floats along the wave of time,  from a distance i watch him.  with the dust and the water,  with the fruit and the flower,  with the all he is rushing forward.  he is always on the surface,  tossed by the waves and dancing to the rhythm  of joy and suffering.  the least loss makes him suffer,  the least wound hurts him--  him i see from afar.  that 'i' is not my real self;  i am still within myself,  i do not float in the stream of death.  i am free, i am desireless,  i am peace, i am illumined--  him i see from afar. - see more at: http://allpoetry.com/from-afar#sthash.je7wwink.dpuf"
1620,the golden boat
1621,"clouds rumbling in the sky; teeming rain. i sit on the river bank, sad and alone. the sheaves lie gathered, harvest has ended, the river is swollen and fierce in its flow. as we cut the paddy it started to rain. "
1622,"one small paddy-field, no one but me - flood-waters twisting and swirling everywhere. trees on the far bank; smear shadows like ink on a village painted on deep morning grey. on this side a paddy-field, no one but me. "
1623,"who is this, steering close to the shore singing? i feel that she is someone i know. the sails are filled wide, she gazes ahead, waves break helplessly against the boat each side. i watch and feel i have seen her face before. "
1624,"oh to what foreign land do you sail? come to the bank and moor your boat for a while. go where you want to, give where you care to, but come to the bank a moment, show your smile - take away my golden paddy when you sail. "
1625,"take it, take as much as you can load. is there more? no, none, i have put it aboard. my intense labour here by the river - i have parted with it all, layer upon layer; now take me as well, be kind, take me aboard. "
1626,"no room, no room, the boat is too small. loaded with my gold paddy, the boat is full. across the rain-sky clouds heave to and fro, on the bare river-bank, i remain alone - what had has gone: the golden boat took all. "
1627,at the last watch
1628,"pity, in place of love,     that pettiest of gifts, is but a sugar-coating over neglect.     any passerby can make a gift of it         to a street beggar, only to forget the moment the first corner is turned.         i had not hoped for anything more that day."
1629,"you left during the last watch of night.     i had hoped you would say goodbye,           just say 'adieu' before going away,     what you had said another day,               what i shall never hear again.                 in their place, just that one word, bound by the thin fabric of a little compassion           would even that have been too much for you to bear?"
1630,"          when i first awoke from sleep                     my heart fluttered with fear             lest the time had been over.               i rushed out of bed.       the distant church clock chimed half past twelve               i sat waiting near the door of my room                   resting my head against it,     facing the porch through which you would come out."
1631,"even that tiniest of chances   was snatched away by fate from hapless me;   i fell asleep         shortly before you left. perhaps you cast a sidelong glance             at my reclining body     like a broken boat left high and dry.   perhaps you walked away with care             lest you wake me up.   awaking with a start i knew at once             that my vigil had been wasted   i realised, what was to go went away in a moment,         what was to stay behind stayed on             for all time."
1632,"silence everywhere   like that of a birds' nest bereft of birds         on the bough of a songless tree. with the lifeless light of the waning moon was now blended         the pallor of dawn   spreading itself over the greyness of my empty life.                   i walked towards your bedroom                                     for no reason.                       outside the door               burnt a smoky lantern covered with soot,             the porch smelt of the smouldering wick. over the abandoned bed the flaps of the rolled-up mosquito-net                     fluttered a little in the breeze.             seen in the sky outside through the window                         was the morning star,                     witness of all sleepless people                         bereft of hope."
1633,"suddenly i found you had left behind by mistake your gold-mounted ivory walking stick.       if there were time, i thought,       you might come back from the station to look for it,       but not because   you had not seen me before going away. "
1634,"the gardener xxix: speak to me my love speak to me, my love! tell me in words what you sang.     the night is dark. the stars are lost in clouds. the wind is sighing through the leaves.     i will let loose my hair. my blue cloak will cling round me like night. i  will clasp your head to my bosom; and there in the sweet loneliness murmur on your heart. i will shut my eyes and listen. i will not look in your face.     when your words are ended, we will sit still and silent. only the trees will whisper in the dark.     the night will pale. the day will dawn. we shall look at each other's  eyes and go on our different paths.     speak to me, my love! tell me in words what you sang. "
1635,paper boats
1636,"day by day i float my paper boats one by one down the running stream.     in big black letters i write my name on them and the name of the village where i live.     i hope that someone in some strange land will find them and know who i am.     i load my little boats with shiuli flower from our garden, and hope that these blooms of the dawn will be carried safely to land in the night.     i launch my paper boats and look up into the sky and see the little clouds setting thee white bulging sails.     i know not what playmate of mine in the sky sends them down the air to race with my boats!     when night comes i bury my face in my arms and dream that my paper boats float on and on under the midnight stars.     the fairies of sleep are sailing in them, and the lading ins their baskets full of dreams. "
1637,"i i wonder if i know him in whose speech is my voice, in whose movement is my being, whose skill is in my lines, whose melody is in my songs in joy and sorrow. i thought he was chained within me, contained by tears and laughter, work and play. i thought he was my very self coming to an end with my death. why then in a flood of joy do i feel him in the sight and touch of my beloved? this 'i' beyond self i found on the shores of the shining sea. therefore i know this 'i' is not imprisoned within my bounds. losing myself, i find him beyond the borders of time and space. through the ages i come to know his shining self in the life of the seeker, in the voice of the poet. from the dark clouds pour the rains. i sit and think: bearing so many forms, so many names, i come down, crossing the threshold of countless births and deaths. the supreme undivided, complete in himself, embracing past and present, dwells in man. within him i shall find myself - the 'i' that reaches everywhere. "
1638,hard times
1639,"music is silenced, the dark descending slowly has stripped unending skies of all companions. weariness grips your limbs and within the locked horizons dumbly ring the bells of hugely gathering fears. still, o bird, o sightless bird, not yet, not yet the time to furl your wings."
1640," it's not melodious woodlands but the leaps and falls of an ocean's drowsy booming, not a grove bedecked with flowers but a tumult flecked with foam. where is the shore that stored your buds and leaves? where the nest and the branch's hold? still, o bird, my sightless bird, not yet, not yet the time to furl your wings."
1641,"stretching in front of you the night's immensity hides the western hill where sleeps the distant sun; still with bated breath the world is counting time and swimming across the shoreless dark a crescent moon has thinly just appeared upon the dim horizon. —but o my bird, o sightless bird, not yet, not yet the time to furl your wings."
1642," from upper skies the stars with pointing fingers intently watch your course and death's impatience lashes at you from the deeps in swirling waves; and sad entreaties line the farthest shore with hands outstretched and crooning 'come, o come!' still, o bird, o sightless bird, not yet, not yet the time to furl your wings."
1643," all that is past: your fears and loves and hopes; all that is lost: your words and lamentation; no longer yours a home nor a bed composed of flowers. for wings are all you have, and the sky's broadening countryard, and the dawn steeped in darkness, lacking all direction. dear bird, my sightless bird, not yet, not yet the time to furl your wings!"
1644,poems on love
1645,"love adorns itself; it seeks to prove inward joy by outward beauty. love does not claim possession, but gives freedom. love is an endless mystery, for it has nothing else to explain it. love's gift cannot be given, it waits to be accepted. "
1646,"palm tree palm-tree: single-legged giant,           topping other trees,             peering at the firmament - it longs  to pierce the black cloud-ceiling           and fly away, away,              if only it had wings."
1647,"the tree  seems to express its wish           in the tossing of its head:             its fronds heave and swish - it thinks, maybe my leaves are feathers,           and nothing stops me now             from rising on their flutter."
1648,"all day    the fronds the windblown tree           soar and flap and shudder             as though it thinks it can fly, as though  it wanders in the skies,           travelling who knows where,             wheeling past the stars -"
1649,"and then  as soon as the wind dies down,           the fronds subside, subside:             the mind of the tree returns. to earth,  recalls that earth is its mother:           and then it likes once more             its earthly corner. "
1650,i cast my net into the sea
1651,in the morning i cast my net into the sea.
1652,"i dragged up from the dark abyss things of strange aspect and strange beauty -- some shone like a smile, some glistened like tears, and some were flushed like the cheeks of a bride."
1653,"when with the day's burden i went home, my love was sitting in the garden idly tearing the leaves of a flower."
1654,"i hesitated for a moment, and then placed at her feet all that i had dragged up, and stood silent."
1655,"she glanced at them and said, ""what strange things are these? i know not of what use they are!"""
1656,"i bowed my head in shame and thought, ""i have not fought for these, i did not buy them in the market; they are not fit gifts for her."""
1657,then the whole night through i flung them one by one into the street.
1658,in the morning travellers came; they picked them up and carried them into far countries.
1659,"poems on time the butterfly counts not months but moments, and has time enough. "
1660,"time is a wealth of change, but the clock in its parody makes it mere change and no wealth."
1661,let your life lightly dance on the edges of time like dew on the tip of a leaf. 
1662,poems on beauty
1663,beauty is truth's smile when she beholds her own face in a perfect mirror.
1664,beauty is in the ideal of perfect harmony which is in the universal being; truth the perfect comprehension of the universal mind.
1665,a love song from the north
1666,"tell me no more of thy love, papeeha, wouldst thou recall to my heart, papeeha, dreams of delight that are gone, when swift to my side came the feet of my lover with stars of the dusk and the dawn? i see the soft wings of the clouds on the river, and jewelled with raindrops the mango-leaves quiver, and tender boughs flower on the plain..... but what is their beauty to me, papeeha, beauty of blossom and shower, papeeha, that brings not my lover again?  tell me no more of thy love, papeeha, wouldst thou revive in my heart, papeeha grief for the joy that is gone? i hear the bright peacock in glimmering woodlands cry to its mate in the dawn; i hear the black koel's slow, tremulous wooing, and sweet in the gardens the calling and cooing of passionate bulbul and dove.... but what is their music to me, papeeha songs of their laughter and love, papeeha, to me, forsaken of love? "
1667,alabaster
1668,"like this alabaster box whose art  is frail as a cassia-flower, is my heart,  carven with delicate dreams and wrought  with many a subtle and exquisite thought."
1669," therein i treasure the spice and scent  of rich and passionate memories blent  like odours of cinnamon, sandal and clove,  of song and sorrow and life and love. "
1670, an indian love song
1671,he
1672,"lift up the veils that darken the delicate moon  of thy glory and grace, withhold not, o love, from the night  of my longing the joy of thy luminous face, give me a spear of the scented keora  guarding thy pinioned curls,  or a silken thread from the fringes  that trouble the dream of thy glimmering pearls; faint grows my soul with thy tresses' perfume  and the song of thy anklets' caprice, revive me, i pray, with the magical nectar  that dwells in the flower of thy kiss."
1673,she 
1674,"how shall i yield to the voice of thy pleading,  how shall i grant thy prayer, or give thee a rose-red silken tassel,  a scented leaf from my hair? or fling in the flame of thy heart's desire the veils that cover my face, profane the law of my father's creed for a foe  of my father's race? thy kinsmen have broken our sacred altars and slaughtered our sacred kine, the feud of old faiths and the blood of old battles sever thy people and mine."
1675,he
1676,"what are the sins of my race, beloved,  what are my people to thee?  and what are thy shrines, and kine and kindred,  what are thy gods to me? love recks not of feuds and bitter follies,  of stranger, comrade or kin, alike in his ear sound the temple bells  and the cry of the muezzin. for love shall cancel the ancient wrong  and conquer the ancient rage, redeem with his tears the memoried sorrow  that sullied a bygone age.  "
1677,autumn song
1678,"like a joy on the heart of a sorrow,    the sunset hangs on a cloud; a golden storm of glittering sheaves, of fair and frail and fluttering leaves,    the wild wind blows in a cloud."
1679,"hark to a voice that is calling    to my heart in the voice of the wind: my heart is weary and sad and alone, for its dreams like the fluttering leaves have gone,    and why should i stay behind?  "
1680, corn grinders
1681,"o little mouse, why dost thou cry  while merry stars laugh in the sky? "
1682," alas! alas! my lord is dead!  ah, who will ease my bitter pain?  he went to seek a millet-grain  in the rich farmer's granary shed;  they caught him in a baited snare,  and slew my lover unaware:  alas! alas! my lord is dead."
1683," o little deer, why dost thou moan,  hid in thy forest-bower alone?"
1684, alas! alas! my lord is dead!  ah! who will quiet my lament?
1685," at fall of eventide he went  to drink beside the river-head;  a waiting hunter threw his dart,  and struck my lover through the heart.  alas! alas! my lord is dead."
1686," o little bride, why dost thou weep  with all the happy world asleep? "
1687," alas! alas! my lord is dead!  ah, who will stay these hungry tears,  or still the want of famished years,  and crown with love my marriage-bed?  my soul burns with the quenchless fire  that lit my lover's funeral pyre:  alas! alas! my lord is dead. "
1688,coromandel fishers
1689,"rise, brothers, rise; the wakening skies pray to the morning light,  the wind lies asleep in the arms of the dawn like a child that has cried all night.  come, let us gather our nets from the shore and set our catamarans free,  to capture the leaping wealth of the tide, for we are the kings of the sea! "
1690,"no longer delay, let us hasten away in the track of the sea gull's call,  the sea is our mother, the cloud is our brother, the waves are our comrades all.  what though we toss at the fall of the sun where the hand of the sea-god drives?  he who holds the storm by the hair, will hide in his breast our lives. "
1691,"sweet is the shade of the cocoanut glade, and the scent of the mango grove, and sweet are the sands at the full o' the moon with the sound of the voices we love;  but sweeter, o brothers, the kiss of the spray and the dance of the wild foam's glee;  row, brothers, row to the edge of the verge, where the low sky mates with the sea.  "
1692, cradle song
1693,"from groves of spice,  o'er fields of rice,  athwart the lotus-stream,  i bring for you,  aglint with dew  a little lovely dream. "
1694," sweet, shut your eyes,  the wild fire-fiies  dance through the fairy neem;  from the poppy-bole  for you i stole  a little lovely dream."
1695," dear eyes, good-night,  in golden light  the stars around you gleam;  on you i press  with soft caress  a little lovely dream. "
1696,damayante to nala in the hour of exile
1697,"shalt thou be conquered of a human fate  my liege, my lover, whose imperial head  hath never bent in sorrow of defeat?  shalt thou be vanquished, whose imperial feet  have shattered armies and stamped empires dead?  who shall unking thee, husband of a queen?  wear thou thy majesty inviolate.  earth's glories flee of human eyes unseen,  earth's kingdoms fade to a remembered dream,  but thine henceforth shall be a power supreme, "
1698," dazzling command and rich dominion,  the winds thy heralds and thy vassals all  the silver-belted planets and the sun.  where'er the radiance of thy coming fall,  shall dawn for thee her saffron footcloths spread,  sunset her purple canopies and red,  in serried splendour, and the night unfold  her velvet darkness wrought with starry gold  for kingly raiment, soft as cygnet-down.  my hair shall braid thy temples like a crown  of sapphires, and my kiss upon thy brows  like çithar-music lull thee to repose,  till the sun yield thee homage of his light. "
1699," o king, thy kingdom who from thee can wrest?  what fate shall dare uncrown thee from this breast,  o god-born lover, whom my love doth gird  and armour with impregnable delight  of hope's triumphant keen flame-carven sword? "
1700,ecstasy
1701,"cover mine eyes, o my love!  mine eyes that are weary of bliss  as of light that is poignant and strong  o silence my lips with a kiss,  my lips that are weary of song!  shelter my soul, o my love!  my soul is bent low with the pain  and the burden of love, like the grace  of a flower that is smitten with rain:  o shelter my soul from thy face! "
1702,harvest hymn
1703,mens voices:
1704,"lord of the lotus, lord of the harvest,  bright and munificent lord of the morn!  thine is the bounty that prospered our sowing,  thine is the bounty that nurtured our corn.  we bring thee our songs and our garlands for tribute,  the gold of our fields and the gold of our fruit;  o giver of mellowing radiance, we hail thee,  we praise thee, o surya, with cymbal and flute."
1705,"lord of the rainbow, lord of the harvest,  great and beneficent lord of the main!  thine is the mercy that cherished our furrows, "
1706,"thine is the mercy that fostered our grain.  we bring thee our thanks and our garlands for tribute,  the wealth of our valleys, new-garnered and ripe;  o sender of rain and the dewfall, we hail thee,  we praise thee, varuna, with cymbal and pipe. "
1707,womens voices:
1708,"queen of the gourd-flower, queen of the har- vest,  sweet and omnipotent mother, o earth!  thine is the plentiful bosom that feeds us,  thine is the womb where our riches have birth.  we bring thee our love and our garlands for tribute,  with gifts of thy opulent giving we come;  o source of our manifold gladness, we hail thee,  we praise thee, o prithvi, with cymbal and drum."
1709,all voices: 
1710,"lord of the universe, lord of our being,  father eternal, ineffable om!  thou art the seed and the scythe of our harvests,  thou art our hands and our heart and our home.  we bring thee our lives and our labours for tribute,  grant us thy succour, thy counsel, thy care.  o life of all life and all blessing, we hail thee,  we praise thee, o bramha, with cymbal and prayer "
1711,humayun to zobeida (from the urdu)
1712,"you flaunt your beauty in the rose, your glory in the dawn,  your sweetness in the nightingale, your white- ness in the swan."
1713,"you haunt my waking like a dream, my slumber like a moon,  pervade me like a musky scent, possess me like a tune. "
1714,"yet, when i crave of you, my sweet, one tender moment's grace,  you cry, ""i sit behind the veil, i cannot show my face."""
1715,shall any foolish veil divide my longing from my bliss?  shall any fragile curtain hide your beauty from my kiss?
1716,"what war is this of thee and me? give o'er the wanton strife,  you are the heart within my heart, the life within my life. "
1717,in praise of henna
1718,"a kokila called from a henna-spray:  lira! liree! lira! liree!  hasten, maidens, hasten away  to gather the leaves of the henna-tree.  send your pitchers afloat on the tide,  gather the leaves ere the dawn be old,  grind them in mortars of amber and gold,  the fresh green leaves of the henna-tree."
1719," a kokila called from a henna-spray:  lira! liree! lira! liree!  hasten maidens, hasten away  to gather the leaves of the henna-tree.  the tilka's red for the brow of a bride,  and betel-nut's red for lips that are sweet;  but, for lily-like fingers and feet,  the red, the red of the henna-tree.  "
1720,in salutation to the eternal peace
1721,"men say the world is full of fear and hate, and all life's ripening harvest-fields await the restless sickle of relentless fate."
1722,"but i, sweet soul, rejoice that i was born, when from the climbing terraces of corn i watch the golden orioles of thy morn."
1723,"what care i for the world's desire and pride, who know the silver wings that gleam and glide, the homing pigeons of thine eventide?"
1724,"what care i for the world's loud weariness, who dream in twilight granaries thou dost bless with delicate sheaves of mellow silences?"
1725,"say, shall i heed dull presages of doom, or dread the rumoured loneliness and gloom, the mute and mythic terror of the tomb?"
1726,"for my glad heart is drunk and drenched with thee, o inmost wind of living ecstasy! o intimate essence of eternity! "
1727,in the bazaars of hyderabad
1728,"what do you sell o ye merchants ? richly your wares are displayed. turbans of crimson and silver, tunics of purple brocade, mirrors with panels of amber, daggers with handles of jade."
1729,"what do you weigh, o ye vendors? saffron and lentil and rice. what do you grind, o ye maidens? sandalwood, henna, and spice. what do you call , o ye pedlars? chessmen and ivory dice."
1730,"what do you make,o ye goldsmiths? wristlet and anklet and ring, bells for the feet of blue pigeons frail as a dragon-fly’s wing, girdles of gold for dancers, scabbards of gold for the king."
1731,"what do you cry,o ye fruitmen? citron, pomegranate, and plum. what do you play ,o musicians? cithar, sarangi and drum. what do you chant, o magicians? spells for aeons to come."
1732,"what do you weave, o ye flower-girls with tassels of azure and red? crowns for the brow of a bridegroom, chaplets to garland his bed. sheets of white blossoms new-garnered to perfume the sleep of the dead.  "
1733,in the forest
1734,"here, o my heart, let us burn the dear dreams that are dead,  here in this wood let us fashion a funeral pyre  of fallen white petals and leaves that are mellow and red,  here let us burn them in noon's flaming torches of fire. "
1735," we are weary, my heart, we are weary, so long we have borne  the heavy loved burden of dreams that are dead, let us rest,  let us scatter their ashes away, for a while let us mourn;  we will rest, o my heart, till the shadows are gray in the west. "
1736,"but soon we must rise, o my heart, we must wander again  into the war of the world and the strife of the throng;  let us rise, o my heart, let us gather the dreams that remain,  we will conquer the sorrow of life with the sorrow of song. "
1737,indian dancer
1738,"eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire  drink deep of the hush of the hyacinth heavens that glimmer around them in fountains of light;  o wild and entrancing the strain of keen music that cleaveth the stars like a wail of desire,  and beautiful dancers with houri-like faces bewitch the voluptuous watches of night."
1739," the scents of red roses and sandalwood flutter and die in the maze of their gem-tangled hair,  and smiles are entwining like magical serpents the poppies of lips that are opiate-sweet;  their glittering garments of purple are burning like tremulous dawns in the quivering air,  and exquisite, subtle and slow are the tinkle and tread of their rhythmical, slumber-soft feet."
1740," now silent, now singing and swaying and swinging, like blossoms that bend to the breezes or showers,  now wantonly winding, they flash, now they falter, and, lingering, languish in radiant choir;  their jewel-girt arms and warm, wavering, lily-long fingers enchant through melodious hours,  eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire! "
1741,indian love song
1742,she
1743,"like a serpent to the calling voice of flutes,  glides my heart into thy fingers, o my love!  where the night-wind, like a lover, leans above  his jasmine-gardens and sirisha-bowers;  and on ripe boughs of many-coloured fruits  bright parrots cluster like vermilion flowers. "
1744, he
1745,"like the perfume in the petals of a rose,  hides thy heart within my bosom, o my love!  like a garland, like a jewel, like a dove  that hangs its nest in the asoka-tree.  lie still, o love, until the morning sows  her tents of gold on fields of ivory. "
1746,indian weavers
1747,"weavers, weaving at break of day,  why do you weave a garment so gay? . . .  blue as the wing of a halcyon wild,  we weave the robes of a new-born child."
1748," weavers, weaving at fall of night,  why do you weave a garment so bright? . . .  like the plumes of a peacock, purple and green,  we weave the marriage-veils of a queen."
1749," weavers, weaving solemn and still,  what do you weave in the moonlight chill? . . .  white as a feather and white as a cloud,  we weave a dead man's funeral shroud.  "
1750,leili
1751,"the serpents are asleep among the poppies,  the fireflies light the soundless panther's way  to tangled paths where shy gazelles are straying,  and parrot-plumes outshine the dying day.  o soft! the lotus-buds upon the stream  are stirring like sweet maidens when they dream. "
1752," a caste-mark on the azure brows of heaven,  the golden moon burns sacred, solemn, bright  the winds are dancing in the forest-temple,  and swooning at the holy feet of night.  hush! in the silence mystic voices sing  and make the gods their incense-offering. "
1753,life
1754,"children, ye have not lived, to you it seems  life is a lovely stalactite of dreams,  or carnival of careless joys that leap  about your hearts like billows on the deep  in flames of amber and of amethyst. "
1755," children, ye have not lived, ye but exist  till some resistless hour shall rise and move  your hearts to wake and hunger after love,  and thirst with passionate longing for the things  that burn your brows with blood-red sufferings. "
1756," till ye have battled with great grief and fears,  and borne the conflict of dream-shattering years,  wounded with fierce desire and worn with strife,  children, ye have not lived: for this is life.  "
1757,my dead dream
1758,"have you found me, at last, o my dream? seven eons ago  you died and i buried you deep under forests of snow.  why have you come hither? who bade you awake from your sleep  and track me beyond the cerulean foam of the deep? "
1759," would you tear from my lintels these sacred green garlands of leaves?  would you scare the white, nested, wild pigeons of joy from my eaves?  would you touch and defile with dead fingers the robes of my priest?  would you weave your dim moan with the chantings of love at my feast? "
1760,"go back to your grave, o my dream, under forests of snow,  where a heart-riven child hid you once, seven eons ago.  who bade you arise from your darkness? i bid you depart!  profane not the shrines i have raised in the clefts of my heart. "
1761,nightfall in the city of hyderabad
