,TEXT
9104,"or, if it do, not from those lips of thine,"
9105,that have profaned their scarlet ornaments
9106,"and seal'd false bonds of love as oft as mine,"
9107,robb'd others' beds' revenues of their rents.
9108,"be it lawful i love thee, as thou lovest those"
9109,whom thine eyes woo as mine importune thee:
9110,"root pity in thy heart, that when it grows"
9111,thy pity may deserve to pitied be.
9112,"if thou dost seek to have what thou dost hide,"
9113,by self-example mayst thou be denied!
9114,hate you but i love you: 
9115,i hate the way you tell me you love me 
9116,when your with her
9117,i hate when you tell me you miss me 
9118,i hate the way you make me think of you
9119,i was getting over you 
9120,but you had to call 
9121,and tell me you still love me
9122,i don't wanna wait 
9123,i don't wanna be played
9124,i want to be over you 
9125,you give me more and more pain
9126,i just wanna scream 
9127,i hate you for doing this to me
9128,i hate how i still love you
9129,i wish i would stop loving you
9130,i am that kind of girl that loves you but hates you
9131,my heart wants to hate you 
9132,not love you anymore
9133,it hurts way to much
9134,i wanna hate you. 
9135,i hate myself for this
9136,i hate this person i've become
9137,i hate who i am and who i thought i would never be
9138,i hate my father for making me this way
9139,i hate the selfishness i have now become
9140,i hate the endless pain i put people through
9141,i hate the way i hide myself in this pain
9142,i hate the crazy world i'm living in called my life
9143,i hate when my friends suffer because of my problems
9144,i hate the fact that everything i've worked so hard not to be is what defines me
9145,i hate that people cant see who i really am
9146,i hate that my heart is broken with no one to put it back together
9147,so says the boss 
9148,i'm the boss
9149,you do not cross
9150,the king of my domain
9151,for the day
9152,"no work, all play"
9153,is found in my refrain
9154,love to eat
9155,the prime of meat
9156,so sad 'til i get some
9157,'tis so sweet
9158,and such a treat
9159,"boy, they can be so dumb"
9160,hate to dress
9161,give me caress
9162,no bother with the slime
9163,have to dig
9164,in it real big
9165,when i'm beat
9166,i have a seat
9167,take my favorite spot
9168,it's so complete
9169,out of my royal cot! 
9170,here to stay
9171,i love to lay
9172,napping is not a farse
9173,i'm a dog
9174,who's a couch hog
9175,so move your big fat arse!
9176,let get laughter way out of yourself  
9177,   
9178,let get laughter way out of yourself 
9179,make the happy sound awake 
9180,laughter magic and enchanting 
9181,don't sustain it in your soul 
9182,let yourself go into joy 
9183,may it help forever 
9184,people from wherever 
9185,getting circled together 
9186,laughter can be a kind of help 
9187,a worthy enemy to distress 
9188,rise this laughter so dear 
9189,to be heard by human ears 
9190,make it go on around the world 
9191,little chuckles happy giggles 
9192,so many ways of laughing 
9193,don't fear the others comment 
9194,let laughter way out of yourself 
9195,be assured laughter is magic 
9196,open your heart to this very 
9197,very special kind of sound 
9198,let get laughter way out of yourself
9199,make the happy sound awake 
9200,laughter - laughter
9201,laughter - laughter here i come
9202,to make my friend smile and calm
9203,jump and jump to the left to the right
9204,thru the day time and night
9205,laughter - laughter here i am
9206,to make true all the sweetest dreams
9207,like my friend always has in sleep
9208,thru the very beautiful night 
9209,that will never skip
9210,laughter - laughter here we are
9211,my friend and i are blab - blab - blab
9212,and we are happy and careless
9213,cause the better future are waiting for us
9214,"laughter - laughter, who are you? "
9215,what! you don't recognize me? 
9216,"i am sorry, i thought i know you "
9217,but just let it be
9218,because a real friendship doesn't care who we are
9219,"giggles, laughter and stabbing stares  "
9220,"giggles, laughter and stabbing stares, "
9221,"it would kill them to be nice, "
9222,"it would hurt them to be kind, "
9223,"giggles, laughter and stabbing stares, "
9224,"the notes are being passed around, "
9225,"they don’t see, no one cares, "
9226,"giggles, laughter and stabbing stares, "
9227,"tearing at all i’ve built up, "
9228,"but it won’t work anymore, "
9229,"giggles, laughter and stabbing stares, "
9230,"what they don’t know is, "
9231,"i just don’t care, "
9232,"giggles, laughter and stabbing stares, "
9233,"every one is doing it, "
9234,"but i just sit and laugh, "
9235,"giggles, laughter and stabbing stares, "
9236,"it’s so funny they think i care, "
9237,"they are stupid to think i do, "
9238,"giggles, laughter and stabbing stares, "
9239,i laugh and laugh
9240,"because they don’t see that no one cares, "
9241,"giggles, laughter and stabbing stares…"
9242,"giggles, laughter and stabbing stares…"
9243,"giggles, laughter and stabbing stares… "
9244,a child's laughter  
9245,one of a kind this cheerful sound
9246,a child's laughter wherever it's found
9247,from the giggling of a baby in a playpen
9248,to the laughter of a toddler again and again
9249,a child's laughter can bring a smile
9250,to one who hasn't done so in such a long while
9251,i know because that one was me
9252,until my daughter's laugh set mine free
9253,a child's laughter so gleeful and pure
9254,an innocence adults miss for sure
9255,laughter that can bring back the past
9256,and memories of a youth that flew by so fast
9257,a child's laughter can bring out the best
9258,of most any man when he's depressed
9259,cause his spirit that's fall to soar
9260,until at last he laughs once more 
9261,"love, laughter, and you  "
9262,three things that make my life complete
9263,"are love, laughter, and you, my sweet"
9264,the laughter has lasted since day one
9265,"loving you darling, has been so much fun"
9266,whether it's giggles at the kitchen table
9267,or all out laughter wherever we're able
9268,"each and every laugh, a symbol of our love"
9269,"you're my everything, all i ever dreamt of"
9270,"our love, now that's a bit more serious"
9271,shining through when our laughter is delirious
9272,starting the day with love's tenderness
9273,saying goodnight with a sweet caress
9274,"love, laughter, and of course you."
9275,you bring into my life the other two
9276,"from the day we met, and for every single day"
9277,love and laughter in our lives will stay 
9278,live with laughter  
9279,</>so much time passess
9280,we have moments of saddness
9281,at other times it seems like we are passed depressed
9282,one thing will keep us together
9283,its the sound of joy
9284,laughter from a little kid 
9285,the sound of there high pitch laughter 
9286,the laughter at every new thing they see
9287,laughter makes our day better
9288,laughter makes our life worth living
9289,nothing can make you feel better rather than laughter
9290,so make someone laugh make yourself laugh and live life 
9291,laughter  
9292,"laughter is a pleasant sound, it spreads joy all around"
9293,"whether you're young or old, laughter can be like"
9294,"magic to our souls, whenever we're feeling sad"
9295,laughter can sustain us so that things don't seem
9296,"quite so bad, if we give into laughter, it can be like"
9297,a cure for something that seems impossible to endure
9298,so any time your spirits need a lift fill yourself
9299,"with laughter and you will find, a much happier"
9300,person with a peaceful frame of mind 
9301,your laughter  
9302,"your laughter, "
9303,"a blossoming bud, "
9304,"eyes like peacock, "
9305,"vivacious, sweet your laughter, "
9306,"what are the feelings, "
9307,"on your faces, "
9308,"your laughter, "
9309,"like a melodious rain, "
9310,"creates sensations in the heart, "
9311,benumbs the eyes
9312,"i pray, "
9313,you carry on laughing 
9314,me and laughter together always  
9315,sometimes i laugh out loud
9316,showing you that i could care less what you have to say
9317,all that matters is that my feelings are hidden
9318,hiding from those who judge me and those who love me
9319,and laughter helps me do just that
9320,laughter is my better half
9321,laughter stands with me when i’m bored
9322,laughter comforts me when i want to cry
9323,he keeps me company through grief and through happiness
9324,"for better or worse, in sickness and health, through thick and thin"
9325,i love laughter and laughter loves me back
9326,and yet you don’t know why laughter makes me 
9327,look deep into my eyes when i laugh and you’ll see
9328,"you will find all the hate, all the pain, and all the hurt"
9329,but if that’s all you see
9330,you’re not looking deep enough
9331,look past the tears that i won’t allow to flow
9332,look past the memories that i can’t let go of
9333,"and when you see through all the hate, all the pain and all the hurt"
9334,you'll find me
9335,i cover me up with laughter
9336,there are none who can see the true me
9337,they can’t see through my laughter
9338,and if you should happen to see me
9339,i won’t need laughter to hide anymore
9340,because i can cry on your shoulder
9341,i can smile and enjoy you company without a single sound
9342,"only then, laughter won’t be my protector"
9343,"until then, it’s me and laughter together always"
9344,i hide my feelings through laughter
9345,"so if you’re trying to figure out what i’m thinking, "
9346,laugh with me and you will then see...-me 
9347,the laughter therapy
9348,"every morning the ritual is the same, - "
9349,i say my prayers and take his name; 
9350,"as i settle down to read the papers, –"
9351,about our politician’s famous ‘blame game’! 
9352,"it is then i always hear, loud peals of laughter"
9353,"from our adjacent park, "
9354,"a man dedicated to laughter therapy, "
9355,with his loud guffaw and reverberating bark! 
9356,"trying to resolve this laughing mystery, -"
9357,i read several articles about laughter therapy! 
9358,"amongst all created things and living beings, "
9359,"man alone suffers deeply in his body, mind, "
9360,and soul; 
9361,"with peals of laughter he must suppress his tears, "
9362,to balance this life and control! 
9363,yet during those rare and supreme happy moments
9364,"of life, -"
9365,tears are seen to well-up in our eyes! 
9366,"laughter gets mingled with our tears, -"
9367,i wonder why? ! 
9368,"perhaps laughter and tears are two sides, "
9369,of the same coin of our worldly life! 
9370,"while our lacrymal glands perform this feat, -"
9371,as laughter and tears join hands to make this
9372,life complete! 
9373,"while hearty, non-ridiculing and connecting"
9374,"laughter does provide, "
9375,"physiological, psychological and spiritual"
9376,benefits - on hindsight! 
9377,"laughter brings a twinkle in our eyes, destroying"
9378,our conservative reputation; 
9379,"improving our cardiovascular flexibility, increasing"
9380,our spiritual quotient! 
9381,"laughter like internal jogging, gives us an internal"
9382,performed both silently and rapidly beyond imagining! 
9383,revitalizing those unexplored internal crannies – 
9384,all automatic! 
9385,far better than all our know antibiotics! 
9386,"laughter a tranquilizer without side effects, "
9387,releases our pent-up tension relaxing us instead! 
9388,"an optimist always laughs to forget, while a pessimist"
9389,"forgets to laugh, "
9390,"my man in the park is perhaps an optimist, "
9391,who has embraced this therapy as an art! 
9392,or perhaps that man laughs daily at the frailties of a
9393,"meaningless life, "
9394,in this life of absurdities as he adapts himself to 
9395,this laughter therapy is a tranquilizer both healthy
9396,"and free, "
9397,perhaps that man in the park is laughing at both you
9398,and me! 
9399,our life becomes a tragedy for those who only feel! 
9400,"but a comedy of laughter, if you pause a while to think! "
9401,so let us try to make others laugh while we try to
9402,"control our tears, "
9403,laughing is a healing process and drives away our
9404,"let us make a new year’s resolution, making laughter"
9405,our altruistic mission; 
9406,"coupled with a loving and caring heart all true, -"
9407,let this laughter as a therapy - benefit both me and 
9408,there once was a boy named foople dee doo
9409,"foople dee doo wanted to eat something new,"
9410,so he went in the kitchen and tried some pea soup
9411,then ran to the toilet and threw up the goop
9412,then foople dee doo felt sick
9413,so he called the doctor named mick
9414,"mick said he was fine,"
9415,"then went home to dine,"
9416,on mac & cheese which he ate with a stick
9417,the doctor named mick had a wife
9418,who pricked herself with a knife
9419,"the blood oozed out,"
9420,"the wife started to shout,"
9421,"mick sighed and said ""get a life!"""
9422,the wife's name was mary
9423,she had a son named larry
9424,"she worried about him day and night,"
9425,"until they got in a great big fight,"
9426,in the end she gave him to his aunt named terry
9427,larry met a girl who said she liked puffins
9428,but he thought she said she liked muffins
9429,"so he went to the store,"
9430,"and there were more,"
9431,muffins than he'd ever seen
9432,the girl's name was tasha
9433,but she liked to go by sasha
9434,she really loved puffins
9435,but a boy bought her some muffins
9436,and she started to love those instead
9437,larry and sasha got married
9438,which they had to have slightly tarried
9439,they had a baby boy
9440,"the first word he said was ""toy"""
9441,he later grew up to be a prince
9442,the prince was always sad
9443,some people thought he was mad
9444,then one day he saw a girl
9445,who looked like she was about to hurl
9446,"he sat her down and gave her a crown, then said, ""this will be the one i marry!"""
9447,from that day on
9448,the prince never did frown
9449,"for he had a lovely wife,"
9450,"who never pricked herself with a knife,"
9451,and they lived happily ever after
9452,the end! 
9453,the mental dental viva
9454,"a viva examination was almost done,"
9455,"all the students had left but one,"
9456,"this dental student was taking ages,"
9457,"because he couldn't answer a single question asked by the sages,"
9458,"frustrated by the long wait,"
9459,"the examiner asked in haste,"
9460,"""what would be the biggest problem we would face,"
9461,"if nobody had teeth in the entire human race?"""
9462,"he expected ""chewing"", ""speech"" or ""aesthetics"","
9463,"the question was so easy, it made the other students sick,"
9464,"to hear the answer he leaned a little closer to the student,"
9465,"who simply smiled and answered ""unemployment"" "
9466,by dr. sumaiya khan
9467,idiot box-n-couch potato
9468,idiot box - n - couch potato
9469,"man invented tv, pet named idiot box."
9470,tv is too clever and cunning to be an idiot.
9471,"with its little remote, holds the family under its spell."
9472,so what?? if the family becomes couch potato.
9473,"libraries, stadiums, playgrounds wear a deserted look."
9474,"to be informed, watch sports, movies or news on tv."
9475,"what's better than our own cozy, cool living room with the idiot (?) box."
9476,theaters lose thrill; revenue lost to idiot box(?)
9477,movie halls get converted to malls.
9478,hail idiot box!!!
9479,this small box is a shrewd robber.
9480,robs money for coming home.
9481,highly fussy the idiot is; needs a special unit to stay.
9482,robs children of their valuable time.
9483,"precious study, play, leisure hours are in its pocket!!!"
9484,senior members are no exception; medicines and exercises are well forgotten.
9485,every member succumbs to the idiot's charm.
9486,pin drop silence prevails.
9487,"jaws dropped, wives watch soaps, weep with emotional scenes."
9488,"men folk, so serious faced, watch world news as if,"
9489,world's problems are on their not-so-strong shoulders.
9490,"children watch cartoons with bursts of laughter,"
9491,with the mother shouting in the background.
9492,buffets replace dine-togethers;
9493,dining table belongs to bygone era.
9494,"with the plate in the hand, oblivious to the contents,"
9495,whole family ogles at tv...oops...i am sorry...idiot box..
9496,"husbands, no longer receive warm welcome by a tight hug or least of least,"
9497,"a sweet smile, after the day's hard work."
9498,"engrossed are their beloveds in some cookery show, movie or whatever."
9499,flirting with idiot box is in top priority.
9500,"no tea, no coffee; poor husbands are left fuming."
9501,night sets in; hubbys are in full control of remote!!!
9502,every dog (oops.... sorry) has its day.!!!???
9503,idiot box is now his girlfriend.
9504,surfing news channels is his passion.
9505,"intelligent, informed flirt."
9506,wives and kids give looks; only if these looks could kill???
9507,husbands will be in urns!!!
9508,entire family is in its pocket or is it box???
9509,"enchanted and smitten is the family, mesmerized by its spell."
9510,this spell transforms the family in to couch potatoes.
9511,couch potatoes become couch pumpkins.
9512,"they hog while watching or watch while hogging,"
9513,is best left unanswered.
9514,"gymnasiums, health clubs, diet counselors flourish."
9515,"adhering to ""make hay while the sun shines"". "
9516,man invented idiot box.
9517,idiot box invented couch potato.
9518,couch potato loves idiot dearly.
9519,idiot box can never be true love.
9520,"whoever holds the remote, it is theirs."
9521,an incorrigible flirt.
9522,"poor, poor couch potatoes,"
9523,they are fooled and made idiots 
9524,none other than the idiot box.
9525,my horse is there in front of me
9526,clip-cloppin' down the road.
9527,he stops and flips his tail straight up
9528,and drops another load.
9529,"my cows dump in the meadow,"
9530,"my chickens foul their coop,"
9531,and flies are buzzin' 'round and 'round
9532,eatin' all that poop.
9533,the sheep are out there bleatin'...
9534,i gotta' get a grip!
9535,the stupid things are standin'
9536,knee-deep in their dip!
9537,i swear on this here farm
9538,"there's every barnyard species,"
9539,and each and every one of them
9540,is makin' tons of feces.
9541,i'm tired of smellin' livestock.
9542,i'd like to take a nap.
9543,but i can't sleep 'cause i dream of
9544,hogs wallowin' in their crap.
9545,now my wife is in the kitchen
9546,"cookin' soup du jour,"
9547,but nothin' smells real good to me;
9548,i'm surrounded by manure.
9549,will you still love
9550,"once upon a time, you were so good to me,"
9551,"and you were proud, you wanted everyone to see,"
9552,"and i did shine like a penny that is new,"
9553,"or a brand new dime, i think i meant the world to you...."
9554,will you still love me when my carburator's busted?
9555,when my radiator springs a leak or two?
9556,"will you let the other fella repossess me,"
9557,just because what's under my hood isn't new?
9558,will you still want me when my oil pan starts drippin?
9559,or if ah'll need a lot of anti-freeze?
9560,will you dump me if i get a little rusty?
9561,oh tell me baby will you still love me?
9562,"it's been a while since you took me for a spin,"
9563,"or touched me like, you did way back when,"
9564,"it makes me think, that somewhere down the road,"
9565,you're not gonna want me much after ah get old...
9566,will you still love me when my carburator's busted?
9567,when my radiator springs a leak or two?
9568,"will you let the other fella repossess me,"
9569,just because what's under my hood isn't new?
9570,will you still want me when my oil pan starts drippin?
9571,or if ah'll need a lot of anti-freeze?
9572,will you dump me if i get a little rusty?
9573,"oh tell me baby , will you still love me?"
9574,devote your life to money
9575,"oh, money, the life-giving juice of society!"
9576,"it brings us its blessings of every variety,"
9577,"it softens the blows that lifetime delivers,"
9578,it favors the brave and it crowns achievers.
9579,"it renders us free from oppression by jerks,"
9580,"from mockings, and putdowns, and scoldings,and smirks."
9581,it lets us buy tickets and travel away
9582,from where we're not welcome but are forced to just stay.
9583,"from creditors' letters and big ugly urbs,"
9584,"from all that don't matter, from stuff that disturbs,"
9585,"to wide sandy beaches and azure blue waters,"
9586,away from the smoke of ten million motors.
9587,with money it all starts to fall into place-
9588,no longer respect is what you have to chase.
9589,it follows you like an afternoon shadow
9590,"thank money, it makes you a prince from a padow."
9591,"with money, all people will treat you much better,"
9592,as you are no longer society's debtor.
9593,"sweet smiles on you they will now bestow,"
9594,obsequious looks in their eyes then will glow.
9595,"and women forgetting your age and your weight,"
9596,"your looks and your height and your bald, shining pate,"
9597,will wink and remark how handsome you are
9598,"for, in their minds, you are now a star."
9599,"oh, how pathetic society is!"
9600,"a ""miss"" is now where there used to be ""ms."""
9601,"for quickly they learned that you've got all this dough,"
9602,and then they appear from above and below.
9603,"for freedom, for joy and enjoyment of senses,"
9604,don't waste precious time chasing empty pretenses.
9605,just line up your pockets with luscious green money
9606,and soon you'll be hugging a cute playboy bunny.
9607,"as long as you're here on our green earth,"
9608,"and want to be living in freedom and mirth,"
9609,devote your existence to dollar and pound
9610,for cash makes the world go smoothly around.
9611,wet and wild
9612,"i left the city a while back now and came to the mountain top,"
9613,"i parked me combie in the main street, and said, ""yeah, this is where i'll stop""."
9614,"i'll be seventy-five next birthday, a woman who dives into life,"
9615,"i missed the hazy hippy years, i think i was someone's wife."
9616,"i've changed the way i wear me clothes, no granny prints for me,"
9617,"a sarong and sandals will do me fine, and dreadlocks wild and free."
9618,"i've dispensed with wearin' undies 'cause i want to explore meself,"
9619,i burnt the bra long ago and put me bloomers on the shelf.
9620,"so, i came up to this magical place to practice me feminine wiles,"
9621,i'll not dwell on the years gone past or the fact that i've got piles.
9622,"so i sat in a sidewalk café sipping on herbal tea,"
9623,i saw him comin' a long way off and shook me dreadlocks free.
9624,"i drew the sarong up above me knees, i know he saw me fringe,"
9625,"'cause he sat right down in front of me, and said, ""my spiritual name is quinge"","
9626,"i said, ""i'm a mountain woman. are you a mountain man?"","
9627,a grin split his face from ear to ear and we began to make a plan.
9628,"he said, ""i think you're very sexy"", and me fringe began to flutter,"
9629,"""so when shall we get down to it?"" was all that i could utter."
9630,"""with or without sugar?"", he stirred his tea and asked of me,"
9631,"""with or without teeth?"" i said, my thoughts advanced, you see."
9632,"he seemed shocked at my direct reply but i call a spade a spade,"
9633,"""if you intend to play around with me you'd better sharpen ya blade."""
9634,"so quinge and me got on with it, i taught him a trick or two,"
9635,"over fifty don't mean a thing, i know just what to do, "
9636,"wisdom and experience, no games and no bullshit"
9637,is what the years have taught to me and now i'm full of it.
9638,"yeah, i'm just a mountain woman who has a lot of life to live,"
9639,i'm just a mountain woman with a lotta love to give.
9640,gay liddington 
9641,an italian family that lives near me
9642,had a welcome addition to their family
9643,and for miles around with vino and grins
9644,happy folk celebrated the birth of twins.
9645,so proudly their father named anthony -
9646,"well he was italian, what else could it be?"
9647,gave serious thought to who he would rather
9648,honour his family by being godfather.
9649,though he'd lived in australia all of his days
9650,still he respected the old country's ways.
9651,"standing beside his new babies asleep,"
9652,he thought of the custom he wanted to keep.
9653,"the honour in store could go to no other,"
9654,"the choice of tradition was bruno, his brother."
9655,"bruno, of course, he had italian blood too,"
9656,with pride in his heart knew the things he must do.
9657,he gathered the forms; saw all was in order;
9658,to register the births just like he oughta
9659,and he felt like a king around ten feet tall
9660,as he fronted the man at the local town hall.
9661,he said he was there to register the twins
9662,"""and now i'm an uncle,"" he said between grins."
9663,"the man at the counter, a typical norm,"
9664,"said, ""well let's see what you've done with these forms ...."""
9665,"he looked at the forms and said, ""don't play games! "
9666,do this thing properly! you've left out their names.
9667,i'll fill it in then you can leave me in peace.
9668,"what do you call the girl?"" bruno said, ""denise!"""
9669,as norm looked up you might think he approved.
9670,there's even a remote chance he was moved.
9671,"he said, ""did the boy get called something too?"""
9672,"bruno replied, ""of course! he's da nephew!"""
9673,wally (the bear) finch 
9674,what's so funny?
9675,"there was a tall man from quebec,"
9676,"who wrapped his legs around his neck,"
9677,"and then he forgot,"
9678,"how to undo the knot,"
9679,"and now, he's an absolute wreck! "
9680,"roses are red,"
9681,"delphiniums are blue,"
9682,"your father is tall,"
9683,what happened to you?
9684,the limerick and play with thought 
9685,"tickle the funny bone you know,"
9686,"and the best part is knowing naught,"
9687,that the bone is at the elbow! 
9688,"then, ""what's so funny?"", i ask,"
9689,is it all in image and sound?
9690,"tell me while in another i bask,"
9691,and enjoy vision profound. 
9692,i know how it is to need money--
9693,as much as i can get;
9694,"my teenager goes to the mall,"
9695,and i go into debt.
9696,"most kids' first words are ""ma-ma,"""
9697,"she said ""vi-sa"" with a smile;"
9698,"she has a black belt in shopping,"
9699,and a package from every aisle!
9700,how to paint a wall
9701,"while i went off to work one day,"
9702,she decided to paint the wall.
9703,"and when i came back home that night,"
9704,she was curled into a ball.
9705,"her eyes were closed, she was breathing hard,"
9706,her hair was very wet.
9707,"from her head to the tips of her pretty toes,"
9708,she was covered all in sweat.
9709,"she was wrapped in a jacket made of down,"
9710,with a fur coat on top of that.
9711,"the wall was glowing with new, fresh paint;"
9712,"on the floor, the paint can sat."
9713,"""sweetheart!"" i cried, with a worried look,"
9714,"""are you all right, my dear?"""
9715,"she lazily opened her lovely eyes,"
9716,and smiled from ear to ear.
9717,"""i knew i could do it,"" she said with a grin;"
9718,"""i followed the paint can notes."
9719,"it clearly said 'for best results,"
9720,"be sure to put on two coats.'"""
9721,"three old men on the golf course,"
9722,(each had trouble hearing well)
9723,"were playing a round on a breezy day,"
9724,when one blew over and fell.
9725,"""windy, isn't it?"" said one of them,"
9726,while helping the other to rise.
9727,"""no, it's thursday,"" said the second man."
9728,and they walked off to exercise.
9729,the third man had listened intently;
9730,"now he chimed in, with good cheer;"
9731,"as he followed the others, he called out,"
9732,"""so am i. let's have a beer!"""
9733,wolves and liars
9734,"my five year-old-son, he lies a lot,"
9735,"and i wanted it to end,"
9736,"so i told him about the boy who cried ""wolf!"""
9737,hoping he would comprehend.
9738,"""he kept crying 'wolf!' when there was no wolf,"""
9739,"i told my son, whom i adore."
9740,"""when the wolf came to eat him, he called for help,"
9741,"but no one listened anymore."""
9742,my son's eyes grew wide; it looked like he got it;
9743,my heart was all aglow.
9744,"but he dashed my hopes when he nodded and said,"
9745,"""i was eaten by a wolf once, you know."""
9746,"i don't believe in taking excess risks,"
9747,"but a person can be excessively careful, too."
9748,a friend of mine checks every detail twice;
9749,he's the most meticulous man i ever knew.
9750,we went to the copy store the other day;
9751,"i thought we'd be a few minutes, and then be done."
9752,"but he counted all his copies several times,"
9753,and then proceeded to proofread every one!
9754,a life insurance salesman
9755,was talking to a wife:
9756,"""what will you get if your husband dies,"
9757,"you know...at the end of his life."""
9758,"the woman thought and thought some more,"
9759,and then she scratched her noodle.
9760,"""well, i guess, you know, with my husband gone,"
9761,"i’d probably get a poodle."""
9762,seven foot lunch
9763,three genteel ladies went lunching
9764,at a sophisticated hotel.
9765,their elevator door opened;
9766,"they gasped, and their faces fell."
9767,"a seven-foot man was inside,"
9768,with an intimidating expression.
9769,they got in anyway;
9770,they were the very souls of discretion.
9771,"""sit!"" the man yelled, and they sat,"
9772,"in their luncheon finery,"
9773,they went up; then the door slid aside;
9774,"the man left, abashedly."
9775,his dog had been behind him;
9776,at lunch they got a note.
9777,the basketball star paid their bill;
9778,"""my apologies, and my treat,"" he wrote."
9779,a curious lad from dover
9780,crossed poison ivy with a four-leaf clover.
9781,this young man was struck
9782,"with a rash of good luck,"
9783,before his experiment was over.
9784,"a dispute among three kinds of cops,"
9785,"cia, fbi, lapd:"
9786,who can catch bad guys the quickest?
9787,we'll set up a contest and see.
9788,a rabbit was set loose in the trees;
9789,"""we'll get him first,"" they all said."
9790,"they gathered up all of their gear,"
9791,and into the forest they sped.
9792,"the cia with informants,"
9793,"questions animals and plants on its list,"
9794,"and after four months investigation,"
9795,concludes rabbits do not exist.
9796,"the fbi searches and searches,"
9797,but can't find a single clue.
9798,"after three weeks they burn down the forest,"
9799,"killing the poor bunny, too."
9800,the lapd takes an hour;
9801,solving crimes fast is their habit.
9802,"their perp is a badly bruised cougar,"
9803,"shouting, ""whatever you say! i'm a rabbit!"""
9804,thank god for plumbers
9805,"two old friends met on the street,"
9806,hadn't talked in many a year;
9807,"""how's your family,?"" asked this dear old friend,"
9808,"""i'd really like to hear."""
9809,"""george has a master's in literature,"""
9810,"the other said, with pride,"
9811,"""and mary's a grad in modern art,"
9812,"her career she has yet to decide."""
9813,"""and how's willy,"" the first friend kindly asked,"
9814,while the other displayed defeat;
9815,"""oh, willy's a plumber,"" she sighed, hanging her head,"
9816,"""but without him, we'd be out on the street."""
9817,larry came into my bar
9818,every day to drink two beers.
9819,"""my brother’s dying; one’s for him,"""
9820,"he said, his eyes full of tears."
9821,"each day it was the same,"
9822,"two beers and then he’d go,"
9823,"one for his brother, one for him,"
9824,"he’s sad but sweet, this schmo."
9825,one day he orders just one.
9826,"his brother’s dead, i’m thinking."
9827,"i asked him, but he replied,"
9828,"""no, it’s me; i’ve given up drinking."""
9829,famous funny poem by alfred noyes
9830,everyone grumbled. the sky was grey.
9831,we had nothing to do and nothing to say.
9832,"we were nearing the end of a dismal day,"
9833,"and then there seemed to be nothing beyond,"
9834,daddy fell into the pond!
9835,"and everyone's face grew merry and bright,"
9836,and timothy danced for sheer delight.
9837,"""give me the camera, quick, oh quick!"
9838,"he's crawling out of the duckweed!"" click!"
9839,"then the gardener suddenly slapped his knee,"
9840,"and doubled up, shaking silently,"
9841,"and the ducks all quacked as if they were daft,"
9842,and it sounded as if the old drake laughed.
9843,"oh, there wasn't a thing that didn't respond"
9844,daddy fell into the pond!
9845,fluffers loves and the world loves her back
9846,i showed you my belly
9847,you showed me your love
9848,i showed you my love
9849,and you loved me right back 
9850,i roll on my back
9851,i show you my belly
9852,you rub it
9853,you scratch it
9854,you show that you love me
9855,i know that you love me
9856,you love me
9857,you love me
9858,all of me
9859,i nudge you come on there
9860,time for me
9861,time for me
9862,you pat me
9863,you love me
9864,but hey there
9865,i know you love me
9866,and i love you
9867,i love you
9868,i love you
9869,and i loved being with you
9870,being with you
9871,loving with you
9872,i wanted you
9873,all to me
9874,from your life
9875,from your hands
9876,i'll keep loving
9877,and i'll keep looking back
9878,to your love
9879,to your loving
9880,and i'll wait
9881,not for long
9882,i'll keep loving
9883,you'll keep living
9884,now i long
9885,for your love
9886,i showed you my belly
9887,you showed me your love
9888,i showed you my love
9889,and you loved me right back
9890,i'm your fluffers
9891,i love you
9892,you love me
9893,i get on the bed
9894,on the couch
9895,on your lap
9896,for your loving
9897,i jump on the window ledge
9898,i love you
9899,you love me
9900,i love you
9901,and you love me back
9902,i love you
9903,i love you
9904,i steal your panties
9905,i lie on all i take
9906,and you love me back
9907,i love you
9908,you love me
9909,i steal a slipper
9910,you catch me
9911,you love me
9912,and i love you back
9913,i love you
9914,i love you
9915,i know you hated
9916,my chasing cars
9917,you stopped me
9918,but not last night
9919,now you hurt
9920, so sorry
9921,i love you
9922,you love me
9923,i love you
9924,you love me
9925,heart breaking open wide 
9926,open wide 
9927,like a grown-up bride
9928,ready to commit
9929,with joy and pride
9930,feeling so very full inside
9931,like the sea at the highest tide
9932,that will draw back
9933,a stretch of beach
9934,for footprints made
9935,side by side
9936,and then swirl inland
9937,a rushing tide
9938,oh i feel so much
9939,time for the house by the river 
9940,i want to live with you
9941,in a house by the river
9942,the shyest violets
9943,in the twilight
9944,the darkest greens
9945,on the island
9946,in the river
9947,i want to give you
9948,time for building
9949,the plans and the designing
9950,so next summer
9951,if we're lucky
9952,we'll live in our
9953,house by the river 
9954,that house that
9955,lives inside me
9956,i'll build it
9957,we'll build it
9958,and reside there
9959,in our house
9960,by the river
9961,by the river
9962,bring me to dreaming
9963,of our house
9964,that we'll be building
9965,by the river
9966,large white-framed windows
9967,a glassed-in veranda
9968,flowing water until winter
9969,rustling leaves in the darkness
9970,near that house
9971,that lives inside me
9972,time to build
9973,and reside there
9974,by the river
9975,i want to live with you
9976,in a house by the river
9977,the shyest violets
9978,in the twilight
9979,the darkest greens
9980,on the island
9981,in the river
9982,i want to give you
9983,time for building
9984,the plans and the designing
9985,so next summer -
9986,i feel so lucky -
